,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
11946,Higher Love,Higher Love,Kygo,2019-06-28,228267,83,0.693,0.0154,0.693,0.678,6.05e-06,0.101,-7.159,0.0324,103.952,4
11947,Letters,Letters To Remember,Lucas & Steve,2020-10-16,191000,63,0.634,0.00855,0.634,0.771,0.0,0.29,-7.727,0.0394,121.984,4
11948,Breathe - Dimitri Vangelis & Wyman Remix,Breathe (Remixes),Seeb,2016-06-24,198948,51,0.517,0.0215,0.517,0.683,1.6e-06,0.0954,-3.867,0.073,128.151,4
11949,The Answer (featuring Arthur Baker & Victor Simonelli),The Answer (featuring Arthur Baker & Victor Simonelli),Chris Lake,2020-11-20,203720,65,0.728,0.0433,0.728,0.898,0.0536,0.261,-4.652,0.125,125.974,4
11950,Dancing on Your Own,Dancing on Your Own,Wahlstedt,2020-11-20,145161,55,0.774,0.249,0.774,0.809,0.0,0.136,-6.393,0.0464,123.97,4
11951,NOPUS,NOPUS,Eric Prydz,2020-10-23,200210,64,0.494,0.00117,0.494,0.938,0.952,0.118,-4.828,0.0402,127.004,4
11952,You,You,Third Vibes,2020-12-18,136551,38,0.71,0.231,0.71,0.583,7.61e-05,0.128,-6.736,0.175,173.94,4
11953,Don't Say Goodbye (feat. Tove Lo),Don't Say Goodbye (feat. Tove Lo),Alok,2020-09-25,186700,81,0.698,0.00829,0.698,0.719,4.01e-06,0.326,-4.923,0.0455,120.062,4
11954,Turn Back Time,Turn Back Time,Diplo,2020-11-20,147260,69,0.751,0.176,0.751,0.783,0.000933,0.114,-7.974,0.0332,123.998,4
11955,Let's Love,Let's Love,David Guetta,2020-09-11,200645,84,0.662,0.00882,0.662,0.868,0.00244,0.584,-4.025,0.0341,92.998,4
11956,Calama,Calama,Södermalm,2020-12-04,220731,41,0.785,0.00193,0.785,0.958,0.81,0.212,-7.963,0.0819,123.0,4
11957,Dont Know Where to Go,Lost with You,Lucas Estrada,2020-12-04,138688,66,0.722,0.227,0.722,0.825,0.0,0.495,-5.126,0.044,121.991,4
11958,Coming Home,Coming Home,Dimitri Vangelis & Wyman,2020-05-08,207998,66,0.614,0.0205,0.614,0.921,9.67e-06,0.119,-4.199,0.0625,127.964,4
11959,Wasted Love,Wasted Love,Matt Nash,2020-12-04,157067,47,0.51,0.0339,0.51,0.653,3.44e-06,0.362,-5.329,0.0679,103.956,4
11960,Missing (feat. Chacel),Missing (feat. Chacel),SOLON,2020-12-11,177013,60,0.641,0.00456,0.641,0.884,0.000323,0.112,-6.798,0.0417,124.034,4
11961,Anything,Anything,Alison Wonderland,2020-11-13,226000,69,0.768,0.184,0.768,0.908,0.546,0.0583,-5.014,0.0486,120.042,4
11962,SUCKER,SUCKER,Henry Himself,2020-10-09,159360,41,0.727,0.11,0.727,0.686,5.47e-06,0.267,-2.857,0.284,124.974,4
11963,I Want It All,Letters To Remember,Lucas & Steve,2020-10-16,191834,63,0.612,0.0374,0.612,0.726,2e-06,0.105,-5.934,0.036,119.964,4
11964,Kiss The Night,Kiss The Night,Wahlstedt,2020-10-23,175162,46,0.794,0.0164,0.794,0.779,0.0171,0.619,-7.854,0.184,123.978,4
11965,Knockin' on Heaven's Door,Knockin' on Heaven's Door,UNDRESSD,2020-12-04,172244,43,0.6,0.0175,0.6,0.805,0.0346,0.11,-6.752,0.0346,131.925,4
11966,Sooner or Later,Sooner Or Later,NOME.,2020-11-27,141581,48,0.639,0.52,0.639,0.72,0.000379,0.131,-7.04,0.0291,124.035,4
11967,New with Me,New with Me,Loris,2020-12-11,169043,47,0.761,0.425,0.761,0.747,4.96e-05,0.0986,-5.405,0.0394,119.979,4
11968,Picante,Picante,Raaban,2020-11-20,147600,56,0.83,0.0926,0.83,0.583,5.56e-05,0.119,-6.175,0.0665,99.99,4
11969,Out of Here,Out of Here,RudeLies,2020-11-20,164761,60,0.778,0.146,0.778,0.877,0.0149,0.352,-3.619,0.0562,125.974,4
11970,Use Your Love (feat. Goldford),Use Your Love (feat. Goldford),Sam Feldt,2020-10-09,174720,65,0.712,0.401,0.712,0.776,0.0,0.296,-3.341,0.0802,124.977,4
11971,Someone Else,Someone Else,Ludvigsson,2020-11-13,164869,51,0.717,0.121,0.717,0.783,0.0,0.166,-4.919,0.0453,115.05,4
11972,Another Way Out,Another Way Out,Amero,2020-11-27,156190,49,0.801,0.0222,0.801,0.91,0.0751,0.0531,-6.172,0.0792,126.031,4
11973,Heaven,TIM,Avicii,2019-06-06,277261,75,0.592,0.0715,0.592,0.873,0.00982,0.142,-5.65,0.0275,122.011,4
11974,KNOW ME (feat. Gallant) - Cassian Remix,KNOW ME (Cassian Remix),BRONSON,2020-09-29,313013,56,0.594,0.00149,0.594,0.898,0.825,0.118,-7.434,0.0332,125.004,4
11975,Astronomia,Astronomia,Backs,2020-11-20,166875,42,0.74,0.12,0.74,0.871,0.00151,0.0552,-4.234,0.0591,128.004,4
11976,Poppin' Pills,Poppin' Pills,SEB,2020-11-13,190080,41,0.759,0.0185,0.759,0.99,0.891,0.0929,-9.697,0.0541,125.02,4
11977,Forever Yours - Avicii Tribute,Forever Yours (Avicii Tribute),Kygo,2020-01-24,193846,71,0.529,0.253,0.529,0.612,0.0,0.246,-8.794,0.052,119.272,4
11978,Like This,Like This,DubVision,2020-09-18,144761,50,0.647,0.00538,0.647,0.938,0.00555,0.187,-6.1,0.0632,126.018,4
11979,Lucky,Lucky,Paul Cesar,2020-10-30,181518,47,0.69,0.0702,0.69,0.843,4.37e-06,0.0773,-6.49,0.0319,118.982,4
11980,Need You Now,Need You Now,WOXX,2020-11-06,160000,42,0.639,0.011,0.639,0.785,0.00121,0.798,-6.58,0.105,125.974,4
11981,Blame It on Me,Blame It on Me,Lucas Estrada,2020-10-30,180948,64,0.666,0.118,0.666,0.73,7.37e-05,0.156,-5.851,0.0558,124.96,4
11982,Don't Call Me - Galantis Remix,Don't Call Me (Galantis Remix),Brando,2020-10-09,184076,31,0.624,0.167,0.624,0.846,1.27e-06,0.393,-4.201,0.0421,122.985,4
11983,Acapulco,Acapulco,Södermalm,2020-12-25,156774,0,0.73,0.00426,0.73,0.769,0.66,0.194,-8.234,0.0474,123.991,4
11984,Sevilla,Sevilla,Södermalm,2020-10-30,207096,44,0.813,0.00227,0.813,0.858,0.852,0.096,-8.661,0.0464,124.005,4
11985,Surrender,Surrender,Backs,2020-10-23,159375,41,0.654,0.253,0.654,0.893,0.000304,0.0963,-4.516,0.214,128.008,4
11986,Shadow Side,Shadow Side,Steerner,2020-09-25,168557,49,0.462,0.0155,0.462,0.64,0.0,0.317,-7.905,0.0318,102.162,4
11987,Oh My My,Oh My My,Solar State,2020-10-16,155475,48,0.743,0.0853,0.743,0.387,1.39e-06,0.0793,-14.416,0.0469,122.022,4
11988,Keep Me Close,Keep Me Close,Dash Berlin,2020-09-25,177624,52,0.498,0.00398,0.498,0.934,0.586,0.0823,-3.445,0.0394,128.029,4
11989,All In,All In,Viva La Panda,2020-10-16,166779,52,0.749,0.0429,0.749,0.644,1.5e-06,0.489,-7.26,0.0415,118.024,4
11990,Avenyn,Avenyn,Dawiid & Josef K,2020-11-06,169920,42,0.63,0.0338,0.63,0.952,0.875,0.389,-7.271,0.0421,125.016,4
11991,Sweet Life,Sweet Life,Matisse & Sadko,2020-10-02,161814,49,0.467,0.00365,0.467,0.895,0.0622,0.388,-5.725,0.0344,124.978,4
11992,Can't Get You out of My Head (LaLaLa),Can't Get You out of My Head (LaLaLa),LILO,2020-08-04,213281,46,0.728,0.128,0.728,0.756,0.0141,0.151,-4.61,0.0349,128.043,4
11993,Tried Everything,Tried Everything,Julian Black,2020-09-11,198709,42,0.76,0.0959,0.76,0.925,0.00365,0.12,-3.94,0.0464,122.011,4
11994,Another Life (feat. Alida),Another Life (feat. Alida),Lucas & Steve,2020-09-04,212468,67,0.541,0.00531,0.541,0.653,0.0,0.126,-5.954,0.04,123.854,4
11995,Cry (with John Martin),Cry (with John Martin),Gryffin,2020-07-30,218401,69,0.458,0.0155,0.458,0.802,0.0,0.0706,-3.914,0.0416,145.135,4
11996,Cappadocia,Cappadocia,Ben Böhmer,2020-09-10,282063,59,0.349,0.0037,0.349,0.685,0.893,0.122,-9.281,0.0421,123.025,4
11997,Higher Ground (feat. John Martin),Higher Ground (feat. John Martin),Martin Garrix,2020-05-14,206279,74,0.442,0.0841,0.442,0.619,0.0,0.0889,-5.28,0.0321,128.318,4
11998,Feels Like Forever,Golden Hour,Kygo,2020-05-29,217246,63,0.643,0.414,0.643,0.719,0.0,0.0744,-5.535,0.11,119.973,4
11999,It Won't Stop Me,It Won't Stop Me,ARTY,2020-09-04,240468,34,0.505,0.00647,0.505,0.988,0.516,0.2,-5.81,0.0599,128.029,4
12000,Only For You,Only For You,Nicky Romero,2020-09-18,169570,54,0.513,0.258,0.513,0.825,0.0,0.218,-3.022,0.0384,127.95,4
12001,Rain On Me (with Ariana Grande),Rain On Me (with Ariana Grande),Lady Gaga,2020-05-22,182200,86,0.672,0.021,0.672,0.855,0.0,0.323,-3.764,0.0397,123.056,4
12002,I Wouldn't Lie,I Wouldn't Lie,Steerner,2018-05-25,168108,49,0.609,0.0453,0.609,0.763,0.0,0.106,-5.549,0.0352,116.002,4
12003,Unbreakable (feat. Clarence Coffee Jr.),Unbreakable (feat. Clarence Coffee Jr.),BUNT.,2020-07-31,238627,62,0.441,0.0105,0.441,0.738,0.0,0.126,-3.169,0.0449,126.954,4
12004,I Need You To Know,I Need You To Know,Armin van Buuren,2020-07-10,180000,62,0.44,0.0221,0.44,0.739,0.0,0.561,-5.341,0.0494,127.62,4
12005,Could You Love Me,Golden Hour,Kygo,2020-05-29,202052,62,0.693,0.164,0.693,0.739,1.66e-06,0.0906,-6.682,0.0388,99.976,4
12006,Born With It,Born With It,Enzo Ingrosso,2020-07-31,197686,53,0.562,0.0228,0.562,0.63,0.0,0.268,-7.306,0.0413,133.947,4
12007,Lose Control,Lose Control,MEDUZA,2019-10-11,168387,86,0.598,0.129,0.598,0.526,0.0,0.14,-8.659,0.0415,123.935,4
12008,Lose It All,Lose It All,Matt Nash,2020-07-03,176824,52,0.563,0.0066,0.563,0.758,0.0,0.0542,-5.641,0.0576,123.883,4
12009,Lucky,Lucky,PNAU,2020-05-20,205703,61,0.585,0.0285,0.585,0.956,0.0,0.213,-3.577,0.0564,120.004,4
12010,When I'm With You,When I'm With You,Kaskade,2020-06-26,266172,56,0.762,0.167,0.762,0.543,0.505,0.0299,-8.759,0.0377,123.01,4
12011,Erase You,Erase You,KAAZE,2020-05-22,209076,58,0.563,0.0927,0.563,0.741,0.0,0.142,-5.151,0.0419,128.002,4
12012,Ritual,Ritual,Tiësto,2019-05-31,198995,76,0.647,0.157,0.647,0.726,0.0,0.0844,-4.389,0.0552,114.996,4
12013,Freedom,Freedom,Kygo,2020-04-17,198635,77,0.715,0.127,0.715,0.635,0.0,0.0862,-6.591,0.0791,112.887,4
12014,Monsters,The Lost Youth,Midnight Kids,2020-05-22,237933,50,0.547,0.306,0.547,0.672,0.0,0.068,-5.094,0.0436,99.946,4
12015,Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,2019-10-09,176840,91,0.77,0.0167,0.77,0.724,0.0107,0.353,-5.484,0.0495,121.975,4
12016,Take Me Away,Take Me Away,Third Party,2020-03-27,234012,58,0.448,0.0214,0.448,0.911,0.0,0.059,-3.095,0.0408,127.127,4
12017,Need Your Love (with Noah Kahan),Gravity,Gryffin,2019-10-24,205786,54,0.582,0.16,0.582,0.757,0.0,0.187,-3.965,0.0399,104.105,4
12018,Someone,Strawtown,Jubël,2020-03-27,181101,70,0.7,0.0531,0.7,0.904,8.03e-06,0.105,-4.03,0.0431,103.039,4
12019,Home (feat. Bonn),Home (feat. Bonn),Martin Garrix,2019-08-16,239067,65,0.466,0.0655,0.466,0.612,4.07e-06,0.132,-4.855,0.0307,128.114,4
12020,If I Lose Myself - Alesso vs OneRepublic,Native,OneRepublic,2014-01-01,215186,69,0.519,0.258,0.519,0.754,3.75e-06,0.139,-5.689,0.0402,125.975,4
12021,Give Me Strength [edit],Love Regenerator 3,Love Regenerator,2020-03-13,194925,50,0.633,0.0334,0.633,0.918,0.867,0.364,-8.208,0.0454,129.99,4
12022,One Last Time,One Last Time,Alesso,2020-03-06,240383,60,0.566,0.004,0.566,0.909,0.0932,0.156,-7.281,0.054,127.037,4
12023,Used To Love (with Dean Lewis),Used To Love (with Dean Lewis),Martin Garrix,2019-10-31,236764,73,0.651,0.458,0.651,0.693,0.0,0.335,-4.722,0.0375,118.97,4
12024,Every Chance We Get We Run (feat. Tegan & Sara),Nothing but the Beat (Ultimate Edition),David Guetta,2012-12-07,240000,47,0.562,0.0034,0.562,0.882,0.123,0.55,-4.356,0.0604,125.985,4
12025,Dreamer - Matisse & Sadko Remix,Dreamer (Remixes),Axwell /\ Ingrosso,2018-02-02,250809,60,0.514,0.0271,0.514,0.878,0.000356,0.142,-4.498,0.038,125.988,4
12026,Honest - Midnight Kids Remix,Honest (Midnight Kids Remix),San Holo,2020-03-27,224000,51,0.438,0.326,0.438,0.725,6.57e-06,0.142,-5.845,0.0856,149.934,4
12027,Hold Me Close (feat. Ella Henderson),Hold Me Close (feat. Ella Henderson),Sam Feldt,2020-03-27,185750,72,0.654,0.178,0.654,0.795,0.0,0.19,-4.419,0.0536,120.019,4
12028,Born To Love (feat. SHELLS),Born To Love (feat. SHELLS),MEDUZA,2020-02-14,162295,60,0.722,0.0305,0.722,0.856,0.0597,0.231,-6.392,0.0338,121.989,4
12029,Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],Church,Galantis,2020-02-07,215388,67,0.58,0.0304,0.58,0.804,0.00359,0.105,-4.618,0.0279,126.005,4
12030,Shame On Me,True,Avicii,2013-09-13,251413,19,0.72,0.0503,0.72,0.842,0.0342,0.406,-6.748,0.143,125.998,4
12031,Roots,Roots,Valerie Broussard,2019-08-16,184563,67,0.683,0.0643,0.683,0.785,1.34e-05,0.177,-4.879,0.037,122.997,4
12032,You Little Beauty,You Little Beauty,FISHER,2019-05-10,206587,71,0.926,0.00232,0.926,0.951,0.452,0.313,-5.531,0.0924,123.987,4
12033,Remember,TOGETHER,Third Party,2019-03-15,228661,49,0.47,0.0125,0.47,0.905,2.01e-06,0.514,-2.832,0.0645,127.077,4
12034,If It Wasn't For You,Forever,Alesso,2015-05-26,232480,53,0.52,0.0432,0.52,0.717,0.0,0.146,-4.695,0.0505,125.899,4
12035,Never Be The Same,Never Be The Same,Tritonal,2019-09-27,264375,57,0.504,0.0164,0.504,0.87,0.0,0.125,-4.828,0.0449,127.997,4
12036,Scared to Be Lonely,Scared to Be Lonely,Martin Garrix,2017-01-27,220883,81,0.584,0.0895,0.584,0.54,0.0,0.261,-7.786,0.0576,137.972,4
12037,Home We'll Go (Take My Hand) - Michael Brun Remix,Home We'll Go (Take My Hand) [Remixes],Steve Aoki,2015-12-11,233734,46,0.658,0.36,0.658,0.611,0.00813,0.28,-4.754,0.0356,122.039,4
12038,2 Hearts (feat. Gia Koka),2 Hearts (feat. Gia Koka),Sam Feldt,2020-01-10,186750,73,0.503,0.264,0.503,0.754,5.85e-05,0.297,-3.634,0.0424,116.524,4
12039,We’re The Same‬‬,We’re The Same‬‬,Vigiland,2019-05-10,174064,63,0.671,0.094,0.671,0.597,0.0,0.0881,-7.891,0.0333,125.973,4
12040,Sad Song,Sad Song,Alesso,2019-06-14,154024,0,0.734,0.0878,0.734,0.693,0.0,0.341,-6.474,0.0361,110.021,4
12041,Sun Is Shining,Sun Is Shining,Lost Frequencies,2019-08-09,189243,57,0.619,0.00681,0.619,0.852,0.021,0.108,-7.096,0.0341,121.985,4
12042,Good Things Fall Apart (with Jon Bellion),Good Things Fall Apart (with Jon Bellion),ILLENIUM,2019-05-13,216668,71,0.643,0.0128,0.643,0.594,0.0,0.118,-5.453,0.0318,144.033,4
12043,Piece Of Your Heart,Piece Of Your Heart,MEDUZA,2019-02-01,152913,83,0.677,0.0404,0.677,0.744,0.00016,0.074,-6.806,0.0295,124.08,4
12044,Remember (with ZOHARA),Gravity Pt. 1,Gryffin,2018-12-14,221693,44,0.619,0.0975,0.619,0.901,0.0455,0.178,-4.173,0.0563,123.002,4
12045,Tether (Eric Prydz Vs. CHVRCHES) - Radio Edit,Tether (Eric Prydz Vs. CHVRCHES) [Radio Edit],Eric Prydz,2015-02-17,186623,52,0.382,3.39e-05,0.382,0.719,0.277,0.152,-7.155,0.0474,127.196,4
12046,Happier,Happier,Marshmello,2018-08-17,214289,86,0.687,0.191,0.687,0.792,0.0,0.167,-2.749,0.0452,100.015,4
12047,TIME,ALESSO MIXTAPE - PROGRESSO VOLUME 1,Alesso,2019-03-08,166000,58,0.768,0.00627,0.768,0.808,5.33e-06,0.343,-1.818,0.112,119.971,4
12048,This Girl - Kungs Vs. Cookin' On 3 Burners,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,2016-02-19,195561,1,0.79,0.0807,0.79,0.705,4.81e-05,0.251,-4.684,0.0383,121.969,4
12049,Rich Love (with Seeb),Rich Love,OneRepublic,2017-07-14,201256,1,0.593,0.183,0.593,0.868,0.0,0.365,-3.573,0.295,104.988,4
12050,All For You - Eden Prince Remix,All For You (Remixes),Years & Years,2018-09-28,210089,47,0.692,0.0652,0.692,0.826,4.97e-06,0.191,-5.338,0.0774,122.053,4
12051,SOS,SOS,Avicii,2019-04-10,157202,4,0.802,0.272,0.802,0.645,0.0,0.119,-6.181,0.0715,100.001,4
12052,Without You (feat. Sandro Cavazza),AVĪCI (01),Avicii,2017-08-10,181672,3,0.652,0.00179,0.652,0.855,0.0,0.0404,-4.832,0.0441,134.009,4
12053,Let's Hurt Tonight - BUNT. Remix,Let's Hurt Tonight (BUNT. Remix),OneRepublic,2017-04-27,230684,0,0.402,0.0187,0.402,0.766,0.000132,0.781,-3.445,0.0427,126.789,4
12054,Shots - Broiler Remix,Shots (Broiler Remix),Imagine Dragons,2015-03-27,191573,0,0.723,0.413,0.723,0.794,0.113,0.0928,-7.136,0.0365,120.007,4
12055,I Feel It,I Feel It,Leftwing : Kody,2019-06-21,155250,61,0.566,0.00411,0.566,0.954,0.0257,0.0943,-4.678,0.0376,125.967,4
12056,Heroes (We Could Be),Heroes,Alesso,2014-09-05,209866,0,0.527,0.0269,0.527,0.746,0.0,0.196,-4.067,0.0671,125.907,4
12057,More Than You Know,More Than You Know,Axwell /\ Ingrosso,2017-05-24,203000,3,0.645,0.0323,0.645,0.741,0.0,0.29,-4.989,0.0339,123.07,4
12058,I Feel The Love,Painting With Dreams,Tritonal,2016-09-09,213120,58,0.555,0.0201,0.555,0.813,0.0,0.165,-5.792,0.033,125.034,4
12059,Stay Together,Stay Together,Maciel,2020-12-04,167228,55,0.623,0.251,0.623,0.778,0.0,0.362,-3.935,0.216,121.563,4
12060,Bruh - Radio Edit,Bruh,Redxeelo,2020-12-11,154453,43,0.699,0.00324,0.699,0.973,0.588,0.39,-3.09,0.0881,128.084,4
12061,Fire,Fire,LANNÉ,2020-12-18,153383,52,0.588,0.0361,0.588,0.88,0.0514,0.175,-6.525,0.0916,133.259,4
12062,Higher,Higher,Mave,2020-12-25,158847,0,0.631,0.00915,0.631,0.88,2.11e-05,0.198,-4.555,0.0495,125.874,4
12063,Alone (feat. Nora Rose),Alone (feat. Nora Rose),Toxic Joy,2020-12-25,173040,0,0.668,0.00388,0.668,0.913,0.000109,0.048,-3.624,0.0921,124.959,4
12064,Outta Control,Outta Control,Jampact,2020-12-16,159375,36,0.755,0.000927,0.755,0.825,0.00385,0.0945,-5.737,0.055,128.025,4
12065,Play Dirty,"We Are Low Freqs, Vol. 5",Various Artists,2020-12-18,228750,39,0.797,0.00478,0.797,0.749,0.496,0.0575,-5.164,0.0828,128.01,4
12066,Inside My Head,Inside My Head,MUZANA,2020-10-02,199111,42,0.751,0.00109,0.751,0.883,0.827,0.548,-7.648,0.0609,135.039,4
12067,Come On,Come On,Calvin Capp,2020-10-15,229761,39,0.798,0.00251,0.798,0.915,0.19,0.0778,-3.47,0.104,126.002,4
12068,Ravewerk,Ravewerk,Dr. Fresch,2020-08-14,188571,46,0.71,0.00199,0.71,0.969,0.506,0.391,-5.867,0.0418,126.021,4
12069,Tiffany,Tiffany EP,Ranger Trucco,2020-12-10,213342,36,0.759,0.0015,0.759,0.791,0.708,0.0874,-8.407,0.212,126.011,4
12070,Electric,Electric,Kyle Kinch,2020-08-14,224010,44,0.656,0.00401,0.656,0.741,0.227,0.0995,-10.243,0.0445,120.006,4
12071,I Get You,I Get You,BVRNOUT,2020-12-22,181223,26,0.642,0.00618,0.642,0.928,0.197,0.0565,-2.663,0.0508,125.007,4
12072,FTP,Tiffany EP,Ranger Trucco,2020-12-10,168960,37,0.814,0.00405,0.814,0.714,0.482,0.0765,-7.106,0.081,124.973,4
12073,On Your Mind,On Your Mind,Willz (on the Sax),2020-08-21,286433,38,0.891,0.00123,0.891,0.745,0.00239,0.361,-7.037,0.0712,123.02,4
12074,Written in the Stars,Written in the Stars,NICKYP,2020-12-21,138054,40,0.587,0.00131,0.587,0.942,0.00102,0.465,-2.09,0.0413,149.964,4
12075,WHY,WHY,The BreakBomb Project,2020-09-25,174193,44,0.671,0.0169,0.671,0.698,0.00618,0.175,-4.772,0.0406,124.044,4
12076,Sun Is Shining - 68 Beats Remix,Sun Is Shining (68 Beats Remix),Robbie Rivera,2020-12-18,175052,35,0.558,0.00389,0.558,0.754,0.236,0.479,-7.999,0.0666,124.012,4
12077,Good Thing,Good Thing,LODATO,2020-11-06,211282,48,0.702,0.0293,0.702,0.898,2.82e-06,0.134,-5.449,0.0459,117.028,4
12078,I Blame You,I Blame You,Paris Hilton,2020-10-16,174000,50,0.685,0.00219,0.685,0.644,0.000855,0.105,-5.945,0.0314,119.992,4
12079,Whiplash,From The Ashes EP,VRG,2020-11-19,168024,40,0.597,0.0803,0.597,0.985,0.331,0.358,-0.576,0.138,150.017,4
12080,Temptation,From The Ashes EP,VRG,2020-11-19,198404,39,0.407,0.086,0.407,0.909,0.371,0.0599,-2.166,0.0812,150.085,4
12081,Obsession,Fate EP,Dustycloud,2020-10-30,144761,41,0.699,0.00367,0.699,0.868,0.855,0.749,-5.717,0.049,126.041,4
12082,Lost,Lost,Wired Sky,2020-12-17,252727,30,0.51,0.00485,0.51,0.959,0.711,0.13,-5.183,0.0654,132.058,4
12083,Forget It,Forget It,Matroda,2020-12-04,173694,55,0.717,0.179,0.717,0.903,0.00532,0.192,-6.042,0.141,122.986,4
12084,Come Die With Me - StoneBridge Block Party Mix,Come Die With Me (Stonebridge Block Party Mixes),Joe Ashfield,2020-12-18,196190,30,0.707,0.0155,0.707,0.944,0.00458,0.0784,-3.057,0.0431,125.986,4
12085,Headlock,From The Ashes EP,VRG,2020-11-19,142404,40,0.571,0.177,0.571,0.939,0.873,0.21,-2.163,0.13,149.991,4
12086,Nobody Hear Me,Nobody Hear Me,Mytlin,2020-12-18,162825,36,0.639,0.0997,0.639,0.529,6.21e-05,0.0873,-5.674,0.0374,146.089,4
12087,Basslines N' 8 Lines,All I Want For Christmas Is Bass Vol. 5,Kannibalen & Friends,2020-12-18,210461,33,0.676,0.000411,0.676,0.895,0.431,0.0647,-7.918,0.0634,129.977,4
12088,Trail Blazer,All I Want For Christmas Is Bass Vol. 5,Kannibalen & Friends,2020-12-18,147400,37,0.711,0.000981,0.711,0.918,0.469,0.296,-2.301,0.184,150.091,4
12089,Compromeyes,Compromeyes,ïamu,2020-12-18,230769,35,0.757,0.08,0.757,0.915,0.00118,0.0781,-3.553,0.055,116.986,4
12090,Hey Girl,Hey Girl,Sndwave,2020-11-27,190800,43,0.8,0.0456,0.8,0.83,0.0917,0.0709,-8.263,0.0442,125.03,4
12091,Desire,Desire,Jack & James,2020-12-18,155624,37,0.702,0.0515,0.702,0.823,0.37,0.133,-5.918,0.0444,128.044,4
12092,Get Away,Get Away,STARX,2020-12-18,158400,38,0.653,0.071,0.653,0.98,0.351,0.11,-2.016,0.0867,100.084,4
12093,You Have It,All I Want For Christmas Is Bass Vol. 5,Kannibalen & Friends,2020-12-18,149720,34,0.677,0.13,0.677,0.898,0.000232,0.257,-4.702,0.287,150.045,4
12094,Lost,All I Want For Christmas Is Bass Vol. 5,Kannibalen & Friends,2020-12-18,168606,33,0.712,0.00016,0.712,0.961,0.759,0.796,-1.873,0.051,127.035,4
12095,Fallout,All I Want For Christmas Is Bass Vol. 5,Kannibalen & Friends,2020-12-18,292173,30,0.525,0.0155,0.525,0.801,0.0645,0.132,-5.294,0.0516,183.961,4
12096,Evermore,Evermore,BLACKMVGE,2020-12-18,141535,36,0.331,0.000166,0.331,0.88,0.949,0.131,-3.18,0.0724,169.583,4
12097,Hold Up,Hold Up,Record Club,2020-12-18,189921,28,0.836,0.0104,0.836,0.633,0.0272,0.193,-5.044,0.0534,127.047,4
12098,Digital Slaves,Digital Slaves,dataBroker,2020-12-18,256000,31,0.71,0.00394,0.71,0.82,0.522,0.345,-6.713,0.164,135.024,4
12099,Evil Dead - VIP,All I Want For Christmas Is Bass Vol. 5,Kannibalen & Friends,2020-12-18,204800,33,0.565,0.0825,0.565,0.834,0.0013,0.539,-2.445,0.396,75.472,4
12100,Orfeo,"Music High Court, Vol. 1",Music High Court,2020-12-18,176326,35,0.609,0.393,0.609,0.849,0.768,0.223,-4.229,0.0925,196.071,4
12101,Late Nights,Late Nights,Audigy,2020-12-15,253418,31,0.546,0.0053,0.546,0.944,0.00645,0.0908,-3.113,0.135,129.988,4
12102,Drowned Harmony,"Music High Court, Vol. 1",Music High Court,2020-12-18,157208,36,0.689,0.07,0.689,0.919,0.256,0.109,-3.298,0.0769,150.073,4
12103,MPH,MPH,Juche,2020-12-12,240013,38,0.448,0.0125,0.448,0.951,0.184,0.059,-1.466,0.0439,144.026,4
12104,Head Crack,All I Want For Christmas Is Bass Vol. 5,Kannibalen & Friends,2020-12-18,179300,30,0.321,0.00127,0.321,0.972,0.0,0.128,-0.289,0.222,75.302,4
12105,This Fire,This Fire,Cole-Man,2020-12-18,148571,31,0.597,0.0027,0.597,0.938,0.633,0.726,-4.605,0.0389,126.014,4
12106,Higher,Higher,Edgar Orn,2020-12-18,268800,34,0.645,0.0141,0.645,0.863,0.296,0.444,-5.748,0.0337,124.996,4
12107,Error,Error,Astroglitch,2020-12-18,176727,30,0.547,0.0023,0.547,0.967,0.0126,0.357,-2.184,0.424,110.058,4
12108,Change Me,Change Me,Repiet,2020-12-18,153410,39,0.581,0.00668,0.581,0.924,0.0055,0.553,-4.101,0.0856,128.113,4
12109,Okay,High EP,No Thanks,2020-12-08,203040,32,0.875,0.00443,0.875,0.93,0.782,0.415,-4.27,0.174,124.982,4
12110,No More,No More,NIINE,2020-10-23,175238,48,0.786,0.0317,0.786,0.818,0.00582,0.435,-4.036,0.368,125.964,4
